barcode,name,price,promo
789819203057,BEBIDA SUFR.LAR.1l,5.19,
789819203059,BEBIDA SUFR.LAR.200ml,1.99,
789819203175,BEBIDA SUFR.TANG.1l,5.19,
789819203176,BEBIDA SUFR.TANG.200ml,1.99,
789819203189,CHA FEEL GOOD VDE.ZERO 1l,6.77,
789819203224,CHA FEED GOOD BCO.PIT.ZERO 200ml,1.99,
789819203225,CHA FEEL GOOD VDE.ZERO 200ml,1.99,
789819203227,CHA FEEL GOOD BCO.LICHIA ZERO 200ml,1.99,
789819203256,CHA FEEL GOOD VDE.LAR.GENG.ZERO 1l,6.77,
789819203332,CHA FEEL GOOD BCO.LICHIA ZERO 1l,6.83,
789819203357,CHA FEEL GOOD VERM.AMORA ZERO 1l,6.83,
789819203433,BEBIDA SUFR.MOR.200ml,1.99,
789819203990,CHA FEED GOOD BCO.PIT.ZERO 1l,6.77,
789819203991,BEBIDA SUFR.MOR.1l,5.19,
789819912376,LINGUICA SULITA SUI.TOM.SECO 600g,17.1,
789819912378,LINGUICA SULITA SUI.C ER.FINAS 600g,17.1,
789820507328,UVA VERM.500g,10.99,
789820507542,UVA VERM.500g,10.99,
789820507928,UVA RED GLOBE 500g,10.99,
789820592021,QUEIJO VDE.CAMPO T.COTTAGE 200g,10.19,
789820592022,CREME LEIT.VDE.CAMPO FRES.500g,20.89,
789820592023,QUEIJO VDE.CAMPO LACF.T.COTT.Z.LAC.200g,12.29,
789820592299,CREME LEIT.VDE.CAMPO LACFREE 500g,21.95,
789820592364,IOGURTE VDE.CAMPO LACF.NAT.500g,6.99,
789820592365,IOGURTE VDE.CAMPO LACF.MOR.500g,6.99,
789820592385,REQUEIJAO VDE.CAMPO LACFREE CR.180g,7.99,
789820592390,IOGURTE VDE.CAMPO LACF.NAT.140g,3.79,
789820592391,IOGURTE VDE.CAMPO LACF.MOR.140g,3.79,
789820592394,IOGURTE VDE.CAMPO LACF.BAN.MACA MAM.500g,6.99,
789820592398,IOGURTE VDE.CAMPO LACF.NAT.S ACU.500g,6.99,
789820592404,NATA VDE.CAMPO LACFREE Z.LACT.200g,10.49,
789820592405,QUEIJO VDE.CAMPO LACF.T.COTT.Z.LAC.400g,22.99,
789820592406,IOGURTE VDE.CAMPO LACF.BAN.MACA MAM.140g,3.79,
789820592420,IOGURTE VDE.CAMPO NAT.14g WHEY BAN.250g,6.99,
789820592422,IOGURTE VDE.CAMPO NAT.14g WHEY MOR.250g,6.99,
789820592431,IOGURTE VDE.CAMPO NAT.14g WHEY BAUN.250g,6.99,
789820592437,QUEIJO VDE.CAMPO T.COTTAGE TRAD.PT.400g,16.79,
789820592439,SHAKE VDE.CAMPO LACF.WHEY BAUN.250ml,7.39,
789820592441,SHAKE VDE.CAMPO LACF.WHEY CHOC.250ml,7.39,
789820592443,IOGURTE VDE.CAMPO 14g WHEY COOK.CR.250g,6.99,
789820592446,IOGURTE VDE.CAMPO LACF.BAN.MACA MAM.170g,3.89,
789820592448,IOGURTE VDE.CAMPO LACF.MOR.170g,3.89,
789820592449,IOGURTE VDE.CAMPO LACF.NAT.Z.LAC.170g,3.59,
789820592467,IOGURTE VDE.CAMPO NAT.21g WHEY DC.L.250g,9.79,
789820592468,IOGURTE VDE.CAMPO NAT.21g WHEY P.AM.250g,9.79,
789820592472,IOGURTE VDE.CAMPO NAT.28g WHEY MOR.500g,13.99,
789820592473,IOGURTE VDE.CAMPO NAT.28g WHEY CO.CR.500,13.99,
789820592478,IOGURTE VDE.CAMPO LACBAC.MOR.500g,9.99,
789820592480,IOGURTE VDE.CAMPO LACBAC.MC.BAN.MAM.170g,4.19,
789820592482,IOGURTE VDE.CAMPO LACBAC.MOR.170g,4.19,
789820592486,IOGURTE VDE.CAMPO K.BAN.MACA 170g,3.69,
789820592487,IOGURTE VDE.CAMPO K.MOR.170g,3.69,
789820592490,QUEIJO VDE.CAMPO MUSS.LACF.150g,10.49,
789820592491,IOGURTE VDE.CAMPO 21g WHEY Z.L.MOR.250g,9.79,
789820592512,IOGURTE VDE.CAMPO 21g WHEY Z.L.COCO 250g,9.79,
789820592514,IOGURTE VDE.CAMPO 14g WHEY Z.L.JAB.250g,6.99,
789820592519,REQUEIJAO VDE.CAMPO Z.LACT.CREM.PT.400g,19.19,
789820592538,IOGURTE VDE.CAMPO WHEY TR.14g PROT.140g,7.79,
789820592539,IOGURTE VDE.CAMPO WHEY FR.VM.11g PR.140g,7.79,
789820592540,IOGURTE VDE.CAMPO WHEY MARAC.11g PR.140g,7.79,
789820592544,IOGURTE VDE.CAMPO DESN.140g,3.19,
789820592546,IOGURTE VDE.CAMPO WHEY CRANB.10g PR.170g,5.75,
789820592547,IOGURTE VDE.CAMPO WHEY PESS.10g PR.170g,5.75,
789820650001,ACUCAR NATIVE CLARO CRISTAL ORG.1kg,6.99,
789820650002,ACUCAR NATIVE CRISTAL  DEMERARA ORG.1kg,7.75,
789820650010,CAFE NATIVE TORR.GRAOS ORG.500g,50.99,
789820650011,CAFE NATIVE TORR.MOI.ORG.250g,22.79,
789820650022,SUCO NATIVE ORG.LAR.1l,14.89,
789820650036,AZEITE NATIVE OL.EX.VIR.ORG.250ml,34.49,
789820650038,SUCO NATIVE ORG.LAR.200ml,4.39,
789820650059,COOKIE NATIVE CHOC.ORG.40g,3.79,
789820650068,NECTAR NATIVE ORG.MARAC.1l,16.49,
789820650070,NECTAR NATIVE ORG.MARAC.200ml,4.39,
789820650076,ACUCAR NATIVE CRISTAL  ORG.50X5g,7.29,
789820650087,CAFE NATIVE LIOF.INST.ORG.90g,31.69,
789820650110,GRANOLA NATIVE ORG.TRAD.250g,20.99,
789820650111,GRANOLA NATIVE ORG.CAC.250g,20.99,
789820650116,CAFE NATIVE EX.FORTE ORG.250g,19.79,
789820650119,AVEIA NATIVE FLOC.ORG.250g,11.39,
789820650121,CEREAL NATIVE E.FRIEN.CHOC.BALL.ORG.270g,15.39,
789820650125,CEREAL NATIVE FIBRAS ORG.300g,18.49,
789820650138,CEREAL NATIVE CORN FLAK.ORG.300g,17.59,
789820650139,CEREAL NATIVE M.GRAIN ORG.250g,15.19,
789820650140,CEREAL NATIVE E.FRIEN.CORN.FLAK.ORG.300g,16.19,
789820650145,AGUA COCO NATIVE ORG.HIDR.NAT.330ml,7.69,
789820650147,SUCO NATIVE ORG.MANGA 1l,16.49,
789820650148,SUCO NATIVE ORG.MANGA 200ml,3.79,
789820650149,SUCO NATIVE ORG.GOIAB.1l,14.89,
789820650150,SUCO NATIVE ORG.GOIAB.200ml,3.59,
789820650160,SUCO NATIVE ORG.ACAI GUAR.1l,25.39,
789820650161,SUCO NATIVE ORG.ACAI GUAR.200ml,6.59,
789820650178,CHOCOLATE NATIVE ORG.AM.85% CAC.80g,26.19,
789820650194,FARELO AV.NATIVE ORG.OAT BRAN 200g,10.29,
789820650199,QUINOA NATIVE MIX ORG.200g,17.39,
789820650201,LINHACA NATIVE DOUR.ORG.200g,13.49,
789820650218,NECTAR NATIVE ORG.CAJU 200ml,3.79,
789820650220,NECTAR NATIVE ORG.TANG.200ml,3.79,
789820650224,LIMONADA NATIVE ORG.200ml,3.59,
789820650225,CHIA NATIVE ORG.180g,16.79,
789820650237,ACHOCOLATADO PO NATIVE ORG.SC.400g,17.99,
789820650248,ACUCAR NATIVE MASC.ORG.250g,9.75,
789820650271,COOKIE NATIVE ORG.CAC.40g,3.69,
789820650291,CAPSULA CAFE NATIVE ONE SELECT ORG.50g,26.39,
789820650331,SUCO NATIVE ORG.UVA 200ml,6.59,
789821515048,DOCE LEIT.PIRAC.ZERO LACT.350g,11.49,
789821515178,CREME LEIT.PIRAC.UHT 200g,4.39,
789821515197,CREME LEIT.PIRAC.GOURM.TP.200g,6.69,
789821515198,CREME LEIT.PIRAC.ZERO LACT.TP.200g,4.65,
789821515199,LEITE COND.PIRAC.ZERO LACT.TP.395g,7.89,
789821515200,LEITE COND.PIRAC.395g,6.79,
789821515217,CREME LEIT.PIRAC.CHANT.200g,6.99,
789821515225,LEITE PO PIRAC.INT.INST.800g,33.99,
789821515243,LEITE PO PIRAC.INT.INST.400g,15.99,
789821515248,LEITE PO PIRAC.DESN.INST.400g,18.99,
789821515320,BEBIDA LACT.PIRAC.WH.Z.L.23g PR.F.V.250m,10.29,
789821515321,BEBIDA LACT.PIRAC.WH.Z.L.23g PR.BAN.250m,10.29,
789821515322,BEBIDA LACT.PIRAC.WH.Z.L.23g PR.CAC.250m,10.29,
789821515323,BEBIDA LACT.PIRAC.WH.Z.L.23g PR.BAU.250m,10.29,
789821515731,LEITE NINHO ZERO LACT.INT.1l,7.69,
789821515732,LEITE NINHO LEV.SEMIDESN.1l,6.49,
789821515735,LEITE MOLICO DESN.ZERO LACT.1l,7.69,
789821515737,LEITE NINHO INT.UHT S ESTABILIZANTES 1l,6.49,
789821515738,LEITE NINHO LEV.SEMIDES.Z.LAC.S ESTAB.1l,7.69,
789821515739,LEITE MOLICO DES.UHT S ESTABILIZANTES 1l,6.49,
789821515741,LEITE NINHO ZERO LACT.INT.1l,7.69,
789821515742,LEITE NINHO LEV.SEMIDESN.1l,6.49,
789821515745,LEITE MOLICO DESN.ZERO LACT.1l,7.69,
789821515747,LEITE NINHO INT.UHT S ESTABILIZANTES 1l,6.49,
789821515748,LEITE NINHO LEV.SEMIDES.Z.LAC.S ESTAB.1l,7.69,
789821515749,LEITE MOLICO DES.UHT S ESTABILIZANTES 1l,6.49,
789821515752,BEBIDA LACT.PIRAC.WH.Z.L.23g PR.AME.250m,10.29,
789821515770,CREME CUL.ALMOND BREEZE C AMEND.200g,7.99,
789821515778,LEITE PIRACANJUBA A2 SEMIDESN.1l,7.99,
789821900002,CUIA PORONGO SIMPL.,16.89,
789821900003,CUIA PORONGO TRABALHADA,28.39,
789822119418,BOBINA MAJIPACK PLAST.15X28cm,7.39,
789822119419,BOBINA MAJIPACK PLAST.30X28cm,8.69,
789822119429,FILME PVC MAJIPACK RF.15MX28CM,5.29,
789822119430,BOBINA MAJIPACK PLAST.RF.30X28cm,7.99,
789822119450,BOBINA MAJIPACK ALUM.8mX30cm,12.39,
789822185431,GIN APOGEE 1l,52.9,
789822651005,SACO LIXO EMBAL.PTO.15l.100un,11.89,
789822651006,SACO LIXO EMBAL.PTO.30l.50un,11.89,
789822651007,SACO LIXO EMBAL.PTO.50l.50un,16.59,
789822651008,SACO LIXO EMBAL.PTO.100l.25un,16.49,
789822651198,SACO LIXO EMBAL.SUST.PET 30un,6.69,
789822651232,SACO LIXO EMBAL.SUST.30l.30un,24.29,
789822651233,SACO LIXO EMBAL.SUST.50l.30un,29.59,
789822651356,SACO LIXO EMBAL.REFORC.50l 50un.,43.49,
789822651414,SACO LIXO EMBAL.PIA BANH.100un,19.59,
789822651416,SACO LIXO EMBAL.N.OD.30l 30un,19.59,
789822651417,SACO LIXO EMBAL.N.OD.50l 30un,22.29,
789822651459,SACO LIXO EMBAL.FECHA FAC.PIA 100un,26.89,
789822651460,SACO LIXO EMBAL.FECHA FAC.30l.30un,26.89,
789822651461,SACO LIXO EMBAL.FECHA FAC.50l.30un,30.39,
789822651462,SACO LIXO EMBAL.FECHA FAC.100l.15un,30.29,
789822651517,SACO LIXO EMBAL.REFORC.30l.30un,10.79,
789822651518,SACO LIXO EMBAL.REFORC.50l.30un,15.99,
789822651519,SACO LIXO EMBAL.REFORC.100l 15un.,14.89,
789822651555,SACO LIXO EMBAL.VEICULOS LAV.10un,3.69,
789822651621,SACO LIXO EMBAL.BABY C 10un.,2.89,
789822651838,SACO LIXO EMBAL.ANTIV.PIA BANH.100un,12.99,
789822651840,SACO LIXO EMBAL.ANTIV.REFORC.30l 30un,12.99,
789822651841,SACO LIXO EMBAL.ANTIV.REFORC.50l 30un,12.99,
789822651925,SACO LIXO EMBAL.OCEANO PIA BANH.100un,34.59,
789822651926,SACO LIXO EMBAL.OCEANO 30L.50un,39.89,
789822651927,SACO LIXO EMBAL.OCEANO 50L.50un,46.59,
789822651928,SACO LIXO EMBAL.OCEANO 1000L.25un,46.59,
789823003005,DOCE GEL.MOCOVIT FRUT.200g,5.39,
789823003006,TORRONE MOCOVIT C AMEND.135g,5.49,
789823003007,DOCE BAN.MOCOVIT 200g,4.99,
789823003008,DOCE GOIAB.MOCOVIT 200g,4.99,
789823003065,DOCE GEL.MOCOVIT FRUT.200g,5.39,
789823071010,CERVEJA BADEN BADEN CRIST.GF.600ml,14.99,
789823071521,CERVEJA BADEN BADEN WITBIER GF.600ml,14.99,
789823071555,CERVEJA BADEN BADEN AMER.IPA GF.600m,14.99,
789823071661,CERVEJA B.BADEN PILSEN CRIST.LT.350ml,6.39,
789823071663,CERVEJA B.BADEN WITBIER COEN.LAR.LT.350m,6.39,
789823071665,CERVEJA B.BADEN IPA MARAC.LT.350ml,6.39,
789823071672,CERVEJA BADEN BADEN PEACH LT.350ml,6.39,
789823071675,CERVEJA BADEN BADEN PEACH GF.600ml,14.99,
789823071678,CERVEJA BADEN GOLDEN CAN.FR.VERM.LT.350m,6.39,
789823283001,MACARRAO D GRANNO CAS.C OV.TP.FINO 500g,5.49,
789823283002,MACARRAO D GRANNO CAS.C OV.TP.MED.500g,5.49,
789823283003,MACARRAO D GRANNO CAS.C OV.TP.LARGO 500g,5.49,
789823283081,MACARRAO D GRANNO CAS.C OV.TP.FINO 500g,5.49,
789823283082,MACARRAO D GRANNO CAS.C OV.TP.MED.500g,5.49,
789823283083,MACARRAO D GRANNO CAS.C OV.TP.LARGO 500g,5.49,
789823485012,MISTURA BOLO NITA COOK CHOC.450g,6.99,
789823485013,MISTURA BOLO NITA COOK LARANJA 450g,5.89,
789823485014,MISTURA BOLO NITA COOK COCO 450g,5.89,
789823485017,MISTURA BOLO NITA COOK LIMAO 450g,5.89,
789823485057,FARINHA TRIGO NITA TP.1 1kg,6.19,
789823485080,MISTURA BOLO NITA COOK CENOURA 450g,5.89,
789823485081,MISTURA BOLO NITA COOK AIPIM 450g,5.89,
789823485095,MISTURA BOLO NITA COOK FUBA 450g,5.89,
789823485098,FERMENTO NITA PO QUIM.100g,3.79,
789823485112,FARINHA TRIGO NITA TP.1 C FERM.1kg,6.99,
789823485129,FARINHA TRIGO LENA TP.1 1kg,5.99,
789823485145,FARINHA TRIGO NITA PURISSIMA 1kg,6.99,
789823485213,FARINHA TRIGO NITA 100% INT.1kg,9.19,
789823485215,FARINHA TRIGO NITA ITALIANA 1kg,14.99,
789824731074,MEL EMPORIO DO MEL LAR.450g,40.99,
789824731085,MEL EMPORIO DO MEL FL.CAMPO 450g,38.79,
789824731149,OLEO EMPORIO NUTS COCO EX.VIR.200ml,20.89,
789824731155,OLEO EMPORIO NUTS COCO EX.VIR.500ml,40.69,
789824731199,MEL EMPORIO DO MEL FL.LARANJ.300g,26.39,
789824731200,MEL EMPORIO DO MEL FL.CAMPO 300g,25.49,
789824731201,MEL EMPORIO DO MEL FL.EUC.300g,25.49,
789824731258,SAL NUTS ROSA HIMAL.FINO 500g,11.19,
789824731304,ACUCAR COCO EMPORIO NUTS NAT.250g,30.79,
789824731319,CACAU PO EMPORIO NUTS 100% CAC.200g,18.79,
789824731336,MEL NECTAR CAMP.BISNAGA 210g,14.89,
789824731350,MEL NECTAR CAMP.BISNAGA 500g,29.59,
789824731533,SAL EMPORIO NUTS ROSA C CEB.SAL.ALH.300g,17.99,
789824731534,SAL EMPORIO NUTS ROSA C PIM.CALAB.300g,17.99,
789824731535,SAL EMPORIO NUTS ROSA C LIM.ERV.FIN.300g,17.99,
789824731536,SAL EMPORIO NUTS ROSA C MIX ERV.300g,17.99,
789824731600,OLEO EMPORIO NUTS COCO S SABOR 200ml,17.15,
789824778007,CB AE OLEO SOJA 900ml,12.67,
789825040043,CARVAO REY DO MUCUREPE VEG.4kg,34.99,
789825079827,CORTES FGO.ALLIZ RESFR.COXAS 700g,13.01,
789825079828,CORTES FGO.ALLIZ RESFR.F.COXA SOBR.700g,17.88,
789825079829,CORTES FGO.ALLIZ RESFR.M.PEITO S OS.700g,24.16,
789825079841,CORTES FGO.ALLIZ RESFR.SOBRECOXAS 700g,16.16,
789825079842,CORTES FGO.ALLIZ RESFR.MEIO ASA 700g,25.74,
789825079843,CORTES FGO.ALLIZ COX.ASA 700g,17.88,
789825079849,CORTES FGO.ALLIZ RESFR.SASSANI 700g,22.88,
789825110025,CAFE ASTRO CAFE TORR.MOIDO DESCAF.250g,31.52,
789825537040,ALCACHOFRA un,8.99,
789825598001,CACHACA STO.GRAU C.XAV.CHAV.750ml,79.9,
789825598004,CACHACA STO.GRAU PARATY 750ml,79.9,
789825598019,VODKA LIQUID 950ml,39.9,
789825598024,CACHACA STO.GRAU ITIRAPUA 750ml,79.9,
789825598032,KIT CACHACA STO.GRAU ORIG+3CP.,142.9,
789825598033,CACHACA ESPIR.MINAS 700ml,94.9,
789825598035,CACHACA STO.GRAU P.X.750ml,130.9,
789825598036,CACHACA STO.GRAU CINCO BOTAS 750ml,124.9,
789825598037,STEINHAGER BECOSA 980ml,37.89,
789825598039,CACHACA SALINISSIMA OURO 670ml,35.9,
789825598043,CACHACA SALINISSIMA PRATA 670ml,34.9,
789825598044,CONHAQUE OSBORNE BRANDY JEREZ 700ml+TC.,141.9,
789825598050,CACHACA ESPIR.MINAS 700ml,94.9,
789825598051,GIN BECOSA 1l,56.9,
789825645919,UVA NIAGARA 500g,8.99,
789826345651,SUCO JAL LAR.1.5l,19.59,
789826345652,SUCO JAL UVA 1.5l,19.79,
789826345675,NECTAR JAL MARAC.900ml,10.19,
789826345676,LIMONADA JAL 900ml,7.99,
789826345678,NECTAR JAL GOIABA 900ml,11.39,
789826345679,NECTAR JAL ABAC.900ml,7.99,
789826345682,NECTAR JAL MANGA 900ml,11.39,
789826345684,NECTAR JAL CAJU 1.5l,15.95,
789826345685,NECTAR JAL ACEROLA 900ml,12.19,
789826865753,TIGELA ALLMIX ITALIA CER.COL.GDE.480ml,22.59,
789826978083,TOMATE PELADO OLIVATTO 400g,5.99,
789826978090,TAMARA REBELA S CAR.240g,12.99,
789826978131,MOLHO OLIVATTO TOM.PEN.PASSATA 680g,14.99,
789826978195,AMEIXA SC.REBELA C.CAR.200g,16.69,
789826978196,AMEIXA SC.REBELA S.CAR.200g,11.39,
789826978197,AMENDOA REBELA S CASCA 200g,23.29,
789826978198,AMENDOA REBELA TORR.SALG.200g,24.39,
789826978200,AMENDOIM REBELA CAVALO TORR.SALG.200g,12.19,
789826978202,CASTANHA CAJU REBELA TORR.SALG.150g,27.19,
789826978203,CASTANHA CAJU REBELA XEREM 200g,17.49,
789826978204,CASTANHA PARA REBELA S CASCA 150g,25.59,
789826978206,FRUTAS CRISTALIZ.REBELA 200g,11.49,
789826978207,NOZES REBELA S.CAS.150g,24.99,
789826978208,PISTACHE REBELA TORR.SALG.150g,24.59,
789826978209,UVA PASSA REBELA CL.S SEM.200g,10.79,
789826978210,UVA PASSA REBELA ESC.S SEM.200g,11.95,
789826978228,SEMENTE ABOB.REBELA TORR.SALG.150g,10.99,
789826978230,AMENDOA REBELA LAM.150g,18.99,
789826978267,MIX AMENDOIM REBELA APER.550g,32.99,
789826978269,AZEITE OLIVATTO OL.EX.VIR.VD.500ml,48.99,
789826978279,MIX FRUTAS SC.REBELA VITTA 130g,16.95,
789826978280,MIX FRUTAS SC.REBELA DONNA 130g,13.89,
789826978283,MOLHO OLIVATTO TOM.PASS.RUSTICA 680g,15.99,
789826978323,DAMASCO SC.REBELA 200g,27.49,
789826978331,NOZES REBELA C CAS.250g,16.99,
789826978344,MILHO REBELA TORR.SALG.C SAL 100g,13.29,
789826978345,MILHO REBELA TORR.MOST.MEL 100g,13.29,
789827525107,ENERGETICO TSUNAMI PET 2l,6.99,
789827652247,PUDIM MR.BEY LEIT.COND.360g,16.9,
789827655611,TORTA MR.BEY LIM.500g,33.9,
789827655633,PUDIM MR.BEY LEIT.COND.360g,16.9,
789827660010,FEIJAO CALDO NOBRE CAR.1kg,7.89,
789827660012,FEIJAO CALDO NOBRE PTO.1kg,6.98,
789827660015,FEIJAO CALDO NOBRE FRAD.1kg,4.89,
789827697007,VINHO ESPUM.C.VALD.BR.130A.750ml,149.5,
789827697010,VINHO C.VALD.NATUR.BCO.SV.750ml,45.9,
789827697011,VINHO C.VALD.NATUR.TTO.SV.750ml,59.9,
789827697025,VINHO C.VALD.TERROIR CHARD.BCO.750ml,88.9,
789827697026,VINHO C.VALD.LEOPOLD.MERL.750ml,110.9,
789827697027,VINHO C.VALD.RAIZES CAB.FRANC TTO.750ml,116.9,
789827697028,VINHO C.VALD.RAIZES CAB.SAUV.750ml,114.9,
789827697100,VINHO ESPUM.C.VALD.BR.ARTE TRAD.750ml,79.9,
789827697116,VINHO C.VALD.NATUR.ROSE SV.750ml,59.9,
789827697138,VINHO ESPUM.C.VALD.NATUR.MOSC.750ml,61.9,
789827697170,VINHO ESPUM.C.VALD.BR.ARTE TRAD.ROSE 750,79.9,
789827697179,VINHO C.VALD.ORIGEM CAB.SAUV.TTO.750ml,59.9,
789827746019,COUVE MANT.SHIRAZ.,3.57,
789827746026,HORTELA SHIRAZ.MC.,3.57,
789827930032,FONDANT PE SERRA LEITE TABL.160g,8.89,
789827930033,FONDANT PE SERRA LEITE C COCO TABL.160g,8.89,
789827979038,BALA FINI AROS MOR.90g,5.99,
789827979039,BALA FINI JELLY BAN.90g,5.99,
789827979040,BALA FINI BEIJOS MOR.90g,5.99,
789827979041,BALA FINI DENTADURA TEETH 90g,5.99,
789827979043,BALA FINI JELLY AMORAS BLA RED 90g,5.99,
789827979063,BALA FINI URSINHOS OSOS BEARS 90g,5.99,
789827979077,BALA FINI MINH.90g,5.99,
789827979116,MARSHMALLOW FINI TORCAO 80g,5.99,
789827979117,MARSHMALLOWS FINI ALVORADA 80g,5.99,
789827979203,BALA FINI MINH.CIT.90g,5.99,
789827979207,BALA FINI FINIBURGUERS 90g,5.99,
789827979484,GOMA MASC.FINI MELAN.SANDIA 80g,5.99,
789827979485,GOMA MASC.FINI OVO DINOS.80g,5.99,
789827979506,GOMA MASC.FINI SALADA FR.AZED.80g,5.99,
789827979791,MARSHMALLOWS FINI FLOR BAUN.80g,5.99,
789827979818,BALA FINI REG.TUBES T.FRUT.80g,5.99,
789827979830,MARSHMALLOWS FINI MOR.80g,5.99,
789828062028,SIDRA PULLM.660ml,8.99,
789828062051,SIDRA PULLM.660ml,8.99,
789828598008,BANANA PASSA TROPDAN 200g,14.09,
789828854006,TORRESMO SABOR MINAS FRITO 30g,4.79,
789828854009,TORRESMO SABOR MINAS FRITO PIM.50g,8.39,
789829043367,LINGUICA CERAT.SUI.CHUR.5kg,141.35,
789829043379,LINGUICA CERATTI T.CALAB.400g,15.59,
789829043381,LINGUICA CERAT.PAIO 350g,15.59,
789829043415,LINGUICA ALEGRA SUI.CHURR.5kg,92.0,
789829043423,LINGUICA ALEGRA TP.CALAB.2.5kg,58.5,
789829043591,PRESUNTO ALEGRA COZ.S CAPA GORD.200g,6.99,
789829043592,PRESUNTO ALEGRA DEF.COZ.FAT.FIN.200g,7.99,
789829043656,LINGUICA CERAT.PERN.SUI.C CHIMICH.400g,22.49,
789829043657,LINGUICA CERAT.PERN.SUI.C LIM.SICIL.400g,22.49,
789829043658,LINGUICA CERAT.PERN.SUI.C PIM.BIQ.400g,22.49,
789829173004,BARRINHA DOCT.PEAN.GERG.C AMEND.200g,15.69,
789831392030,MASSA TAP.PRONTA BEIJUB.1kg,12.88,
789831392031,MASSA TAP.PRONTA BEIJUB.500g,6.79,
789831392055,MASSA TAP.BEIJUB.PRONTA GRAN.500g,9.98,
789831392061,MASSA TAP.PRONTA BEIJUB.ORG.420g,7.35,
789831599050,BISCOITO COSME DAM.CASAD.200g,10.89,
789831599051,BISCOITO COSME DAM.BEIJO FREIRA 200g,10.89,
789831599052,BISCOITO COSME DAM.FLORZ.RECH.GOIAB.150g,8.15,
789831599054,BISCOITO COSME DAM.UGA UGA 200g,10.89,
789831599057,BISCOITO COSME DAM.PAL.CHOC.200g,10.89,
789831599059,BISCOITO COSME DAM.COCOLAT 200g,10.89,
789831599061,BISCOITO COSME DAM.ROSCA NATA 150g,8.15,
789831599064,BISCOITO COSME DAM.BAMBOLE 150g,8.15,
789831599072,CROUTON COSME DAM.AL.140g,6.59,
789831599090,CROUTON COSME DAM.SAL.140g,6.59,
789831599099,BISCOITO COSME DAM.PAL.CHOC.200g,10.89,
789831599101,BISCOITO COSME DAM.BEIJO FREIRA 200g,10.89,
789831599102,BISCOITO COSME DAM.ROSCA DC.MOCA 150g,8.15,
789831599390,BISCOITO COSME DAM.JUJU EMB.150g,9.9,
789832400071,LAMPADA OUROL.ECOL.HALOG.120W 127V,7.19,
789832400072,LAMPADA OUROL.ECOL.HALOG.120W 220V,7.19,
789832400485,LAMPADA OUROL.SUPERLED 15w 6500k,12.99,
789832400513,LAMPADA OUROLUX SUPERLED BCA.4.7w6500k,7.59,
789832400515,LAMPADA OUROL.SUPERLED 6w 6500k,9.19,
789832400516,LAMPADA OUROL.SUPERLED 6w 3000k,4.99,
789832400517,LAMPADA OUROL.SUPERLED 9w 6500k,9.19,
789832400518,LAMPADA OUROL.SUPERLED 9w 3000k,6.99,
789832400589,LAMPADA OUROL.SUPERLED 15w 3000k,12.99,
789832400616,LAMPADA OUROL.SUPERLED 12w 6500k,10.99,
789832400617,LAMPADA OUROL.SUPERLED 12w 3000k,14.59,
789832401016,SHAMPOO REX A.PULGA 500ml,17.99,
789832423372,LAMPADA OUROLUX GEL.FOG.40w127v,7.39,
789832423373,LAMPADA OUROLUX GEL.FOG.40w220v,7.39,
789832423774,LAMPADA OUROL.BCA.3U 20W127V,15.79,
789832423853,LAMPADA OUROL.BCA.3U 15W220V,13.49,
789832423977,LAMPADA OUROL.ECOL.HALOG.70W 127V,5.89,
789832640001,VINHO CASA VETURINI CHARD.BCO.SC.750ml,89.9,
789832640007,VINHO CASA VENTURINI TAN.750ml,81.9,
789833101252,MISTURA BOLO FLEISCH.CREM.AIPIM SC.390g,8.99,
789833101253,MISTURA BOLO FLEISCH.CREM.LIMAO SC.390g,8.99,
789833101254,MISTURA BOLO FLEISCH.CREM.MILHO SC.390g,8.99,
789833101255,MISTURA BOLO FLEISCH.CREM.COCO SC.390g,8.99,
789833101256,MISTURA BOLO FLEISCH.CREM.LAR.SC.390g,8.99,
789833101265,CREME FLEISCH.GRAN FIN.T.CHANT.200ml,8.29,
789833101266,CREME FLEISCH.GRAN FIN.T.CHANT.SPR.250g,40.39,
789833101276,MISTURA BOLO FLEISCH.CHOCOMOUSSE SC.400g,10.99,
789833101281,MISTURA BOLO FLEISCH.FUBA SC.390g,2.99,
789833101282,MISTURA BOLO FLEISCH.FESTA BAUN.SC.390g,2.99,
789833101291,FERMENTO FLEISCH.PO BIOLOG.13g,3.15,
789833101293,MELHORADOR FAR.FLEISCH.MAIS MACIO 10g,3.15,
789833101296,MISTURA BOLO FLEISCH.BROW.SC.400g,10.99,
789833101323,GELATINA FLEISCH.GRAN FIN.S SABOR PO 24g,9.49,
789833101324,CHOCOLATE PO FLEISCHMANN 32%CAC.SOL.200g,14.99,
789833101325,CHOCOLATE PO FLEISCHMANN 50%CAC.SOL.200g,16.99,
789833101326,MISTURA BOLO FLEISCHMANN CHOC.SC.390g,10.99,
789833101327,MISTURA BOLO FLEISCHMANN CEN.SC.390g,10.99,
789833428021,TOMATE ITAL.MALLMANN 1kg,15.75,
789833798006,PAO DE ALHO ZINHO BOL.RECH.QJO.300g,10.99,
789833798014,PAO DE ALHO ZINHO BOL.RECH.CATUP.300g,11.99,
789833798024,PAO DE ALHO ZINHO TRAD.RECH.QJO.300g,10.99,
789833798026,PAO DE ALHO ZINHO PIC.300g,10.99,
